ABFNumber	mps	postingmonth	postingyear	MPColour	EventDescription	EventCode
9660	0.1100	6	2011	G	Gunnedah	2087
9733	0.4800	6	2011	R	Port Hacking	2220
9733	4.8000	6	2011	G	Port Hacking	2220
9660	0.2100	6	2011	R	Gunnedah	2087
9660	0.7700	6	2011	G	Gunnedah	2087
9733	5.8600	3	2011	G	Port Hacking	2220
5649	2.2500	6	2012	R	Warwick	4696
4898	1.6600	7	2012	G	C.Coast Leagues	2036
9148	0.2500	1	2012	R	Ku-ring-gai	2108
9148	0.2300	1	2012	G	Ku-ring-gai	2108
8397	0.1900	4	2012	G	Sunshine Coast	4680
5649	1.9000	6	2012	G	Warwick	4696
6718	0.2900	9	2012	G	Canberra	1851
9393	0.1800	9	2012	G	Hawks Nest	2092
4197	0.1500	10	2012	G	Mollymook	2146
5177	1.0000	2	2012	G	Maitland	2133
6009	0.2700	3	2012	G	Central Coast	2025
6009	0.0900	3	2012	G	Central Coast	2025
8001	0.2100	1	2012	G	Noosa	4657
9342	0.3400	1	2012	G	Noosa	4657
9342	0.1800	1	2012	R	Noosa	4657
9008	0.3600	4	2012	G	Sydney	2006
8001	0.1400	5	2012	G	Noosa	4657
9342	0.2800	5	2012	G	Noosa	4657
5843	0.3200	5	2012	G	Macarthur	2126
6661	0.1700	6	2012	G	West Coast	6794
5991	0.8500	8	2012	G	Twin Towns	2263
5177	0.2500	8	2012	R	Maitland	2133
5177	1.0300	1	2012	G	Maitland	2133
4022	0.1300	4	2012	R	BAWA	6751
4359	0.0900	2	2012	G	Parramatta	2200
6671	0.4400	2	2012	G	Parramatta	2200
4359	0.7100	3	2012	G	Parramatta	2200
6671	0.6100	3	2012	G	Parramatta	2200
6671	0.0900	3	2012	R	Parramatta	2200
4359	0.2600	4	2012	G	Parramatta	2200
6671	0.1900	4	2012	G	Parramatta	2200
4006	0.3000	6	2011	G	Rockingham	6784
4014	0.2800	6	2011	G	Rockingham	6784
4162	0.3500	6	2011	G	Double Bay	2061
4359	0.5000	6	2011	G	Parramatta	2200
4359	0.2000	12	2011	R	Parramatta	2200
4359	1.6000	12	2011	G	Parramatta	2200
4006	0.2800	6	2011	G	Rockingham	6784
4162	0.1600	6	2011	R	Double Bay	2061
4162	0.4500	12	2011	R	Double Bay	2061
4162	0.8400	12	2011	G	Double Bay	2061
4162	0.1500	12	2011	G	Double Bay	2061
4162	0.0900	9	2011	G	Double Bay	2061
4359	0.1900	6	2011	R	Parramatta	2200
4820	1.8300	3	2011	G	Cleveland	4522
4820	1.9900	3	2011	G	Cleveland	4522
5010	0.1500	6	2011	R	Carlingford	2077
5010	0.4600	6	2011	G	Carlingford	2077
5010	0.2800	9	2011	R	Carlingford	2077
5010	0.1300	9	2011	G	Carlingford	2077
5010	0.1100	6	2011	G	Carlingford	2077
5010	0.5100	9	2011	G	Carlingford	2077
5010	0.9900	9	2011	G	Carlingford	2077
5185	0.5400	6	2011	R	Theodor Herzl	3475
5185	0.1200	6	2011	R	Theodor Herzl	3475
5525	0.3300	12	2011	G	Surfers	4682
5525	0.6300	12	2011	G	Surfers	4682
5525	0.9500	12	2011	G	Surfers	4682
5525	0.8100	12	2011	G	Surfers	4682
9415	1.7000	3	2012	G	Dubbo	2130
4286	0.5300	9	2011	G	Tamar	7844
4286	3.0000	9	2011	R	Tamar	7844
5800	2.2900	6	2011	R	Carlingford	2077
5800	0.8400	6	2011	G	Carlingford	2077
5800	0.5000	6	2011	G	Carlingford	2077
5800	0.5300	6	2011	G	Carlingford	2077
5800	0.1100	6	2011	R	Carlingford	2077
5800	1.3300	9	2011	G	Carlingford	2077
5800	0.5800	9	2011	G	Carlingford	2077
5800	2.3300	9	2011	G	Carlingford	2077
5800	1.9100	9	2011	R	Carlingford	2077
5800	2.3700	3	2011	G	Carlingford	2077
6300	0.2000	3	2011	G	Melville	6758
6531	0.0700	6	2011	G	Double Bay	2061
6531	0.3600	6	2011	R	Double Bay	2061
9598	1.5300	5	2012	G	Tamworth	2255
4928	0.4100	3	2011	G	Carlingford	2077
4928	0.1300	6	2011	R	Carlingford	2077
4928	0.0700	9	2011	G	Carlingford	2077
5266	1.3100	12	2011	R	Double Bay	2061
5428	0.8300	6	2011	R	Long Reef	2125
5428	0.4200	6	2011	G	Long Reef	2125
5428	0.7100	12	2011	R	Long Reef	2125
5428	0.5500	12	2011	G	Long Reef	2125
5932	1.0800	3	2011	G	Scone	2236
7277	0.6500	6	2011	G	Harbourview	2091
7765	0.3500	6	2011	G	Double Bay	2061
7765	0.7500	9	2011	G	Double Bay	2061
7781	0.2900	3	2011	G	In City	5710
7781	0.3700	3	2011	G	In City	5710
9458	2.0000	6	2011	G	Harbourview	2091
9598	4.1300	6	2011	G	Tamworth	2255
9598	3.9900	9	2011	G	Tamworth	2255
9598	1.0000	9	2011	R	Tamworth	2255
5381	0.1800	2	2012	G	Parramatta	2200
5381	0.1400	3	2012	G	Parramatta	2200
5381	0.1800	3	2012	R	Parramatta	2200
9547	0.3300	5	2012	G	Tamworth	2255
5381	0.3400	6	2011	G	Parramatta	2200
5381	0.4600	6	2011	R	Parramatta	2200
5381	0.3400	12	2011	R	Parramatta	2200
5381	1.9500	12	2011	G	Parramatta	2200
6815	0.5400	9	2011	G	Tamworth	2255
7064	0.0400	12	2011	G	Surfers	4682
7064	0.4300	12	2011	G	Surfers	4682
7064	0.5300	12	2011	G	Surfers	4682
7064	0.3400	12	2011	G	Surfers	4682
7226	0.1300	12	2011	G	Double Bay	2061
7226	0.2100	9	2011	G	Double Bay	2061
7293	0.7400	3	2011	G	Melville	6758
7293	0.5700	3	2011	G	Melville	6758
6815	0.5600	6	2011	G	Tamworth	2255
7226	0.3300	6	2011	G	Harbourview	2091
7455	0.0800	6	2011	G	Harbourview	2091
7455	0.3800	6	2011	R	Double Bay	2061
7455	1.2900	12	2011	G	Double Bay	2061
7633	2.1800	3	2011	G	Lake Macquarie	2243
7633	1.0000	12	2011	G	Lake Macquarie	2243
7455	0.7200	6	2011	G	Double Bay	2061
7455	0.4900	12	2011	G	Double Bay	2061
7455	1.5600	9	2011	G	Double Bay	2061
7633	2.1000	12	2011	G	Lake Macquarie	2243
7633	4.4400	12	2011	R	Lake Macquarie	2243
7978	0.6100	12	2011	G	Moonee	3348
8801	0.1300	6	2011	R	Carlingford	2077
8826	0.0900	12	2011	G	Gympie	4625
8826	0.2900	12	2011	G	Gympie	4625
9415	1.1700	9	2011	G	Dubbo	2130
8801	0.5000	3	2011	G	Carlingford	2077
9962	0.9700	5	2012	G	Double Bay	2061
5800	0.1700	1	2012	G	Carlingford	2077
5800	1.9200	3	2012	G	Carlingford	2077
8801	0.1300	3	2012	G	Carlingford	2077
4286	0.9900	3	2012	G	Tamar	7844
8575	1.0600	6	2012	G	Northern	3425
4286	0.8000	8	2012	G	Tamar	7844
4286	0.7900	9	2012	G	Tamar	7844
5843	0.0900	8	2012	G	Macarthur	2126
5991	0.6900	8	2012	G	Twin Towns	2263
5991	0.0800	10	2012	G	Twin Towns	2263
6009	0.3900	7	2012	G	C.Coast Leagues	2036
6327	1.6400	7	2012	G	C.Coast Leagues	2036
5843	0.3700	9	2012	G	Macarthur	2126
4529	0.3000	10	2012	G	Sydney	2006
9008	0.7000	10	2012	G	Sydney	2006
5185	0.5100	1	2013	G	VBA	3301
6661	0.7600	5	2012	G	West Coast	6794
9008	1.0800	5	2012	G	Sydney	2006
6009	0.0900	7	2012	G	Central Coast	2025
6009	0.3200	7	2012	G	C.Coast Leagues	2036
6327	0.3200	7	2012	G	C.Coast Leagues	2036
6335	0.5500	7	2012	R	Berry	2004
6424	0.5400	2	2012	G	Ballina	2016
6424	0.7500	2	2012	R	Ballina	2016
4601	1.0300	3	2012	R	C.Coast Leagues	2036
4601	1.2700	3	2012	R	C.Coast Leagues	2036
4601	1.2000	3	2011	G	C.Coast Leagues	2036
4601	1.2800	12	2011	R	C.Coast Leagues	2036
4601	2.3500	12	2011	G	C.Coast Leagues	2036
4601	2.1600	3	2011	G	C.Coast Leagues	2036
5630	2.6400	3	2011	G	Warwick	4696
5630	2.0400	3	2011	R	Warwick	4696
5657	0.4900	9	2011	R	Coolum	4523
5657	2.0200	9	2011	G	Coolum	4523
6191	0.7100	3	2012	R	Gunnedah	2087
6191	3.2800	3	2012	G	Gunnedah	2087
5177	0.5200	3	2012	G	Maitland	2133
5185	0.6100	12	2011	G	Dendy	3326
5185	0.3000	9	2011	G	VBA	3301
4421	0.0800	6	2011	G	Toowong	4572
4421	0.1100	3	2011	G	Toowong	4572
4601	0.5200	6	2011	R	C.Coast Leagues	2036
4601	3.4100	6	2011	G	C.Coast Leagues	2036
4601	0.4500	6	2011	G	C.Coast Leagues	2036
4601	0.7900	6	2011	G	C.Coast Leagues	2036
9393	0.4300	2	2012	G	Hawks Nest	2092
7625	3.6300	3	2012	G	Newcastle	2160
9393	0.4900	4	2012	R	Hawks Nest	2092
4197	0.2600	12	2011	G	Mollymook	2146
5193	0.2700	6	2011	G	KLTC	3376
5177	2.0500	6	2011	G	Maitland	2133
5185	0.4500	3	2011	G	VBA	3301
5185	0.4000	3	2011	G	VBA	3301
5185	0.1100	12	2011	R	VBA	3301
5185	0.1200	9	2011	G	VBA	3301
5193	0.3300	6	2011	G	KLTC	3376
5193	0.2700	6	2011	G	KLTC	3376
5193	0.0800	12	2011	G	Dendy	3326
6009	1.4700	6	2011	G	C.Coast Leagues	2036
6191	1.7700	9	2011	G	Gunnedah	2087
6009	0.7300	6	2011	G	C.Coast Leagues	2036
6009	0.4300	6	2011	R	C.Coast Leagues	2036
6009	0.9600	6	2011	G	C.Coast Leagues	2036
6327	0.8000	6	2011	G	C.Coast Leagues	2036
6335	0.2200	12	2011	R	Berry	2004
6335	2.4200	12	2011	G	Berry	2004
6661	0.2900	3	2011	G	West Coast	6794
6661	0.2700	9	2011	G	West Coast	6794
6327	0.4700	6	2011	G	C.Coast Leagues	2036
6327	0.7400	6	2011	G	C.Coast Leagues	2036
6335	0.6500	12	2011	G	Berry	2004
6335	0.1800	12	2011	R	Berry	2004
6661	0.3200	3	2011	G	West Coast	6794
9679	0.0900	3	2011	R	Canobolas	2027
9679	0.5300	3	2011	G	Canobolas	2027
9687	0.0900	3	2011	R	Canobolas	2027
9687	0.5800	3	2011	G	Canobolas	2027
4898	1.0800	6	2011	R	C.Coast Leagues	2036
4898	0.6400	6	2011	G	C.Coast Leagues	2036
4898	0.4400	6	2011	G	C.Coast Leagues	2036
4898	0.4800	6	2011	G	C.Coast Leagues	2036
5304	0.1000	12	2011	G	Berry	2004
5649	2.3600	3	2011	G	Warwick	4696
5649	1.1900	3	2011	R	Warwick	4696
6718	4.7900	6	2011	R	Canberra	1851
6718	3.5900	6	2011	R	Canberra	1851
9148	0.2700	6	2011	R	Ku-ring-gai	2108
9148	0.6300	6	2011	G	Ku-ring-gai	2108
9393	1.3200	6	2011	G	Hawks Nest	2092
9393	0.4600	6	2011	R	Hawks Nest	2092
9393	1.9000	6	2011	G	Hawks Nest	2092
9415	1.4200	6	2011	R	Narromine	2168
9393	0.2400	2	2012	G	Hawks Nest	2092
9008	0.9000	3	2012	G	Sydney	2006
6661	0.3600	3	2012	G	Community	6759
6335	1.9000	4	2012	G	Berry	2004
5991	0.6200	1	2012	G	Twin Towns	2263
5339	0.7300	3	2012	G	Margaret River	6781
5991	3.0400	4	2012	R	Twin Towns	2263
6009	1.3500	5	2012	G	C.Coast Leagues	2036
6327	0.5100	5	2012	G	C.Coast Leagues	2036
6191	0.1700	6	2012	R	Gunnedah	2087
6191	3.6400	6	2012	G	Gunnedah	2087
8168	0.4400	6	2012	G	Reef	2232
5185	0.4500	6	2012	G	Dendy	3326
5193	0.4000	6	2012	G	Dendy	3326
5991	0.3600	8	2012	G	Twin Towns	2263
5843	0.4900	1	2012	G	Macarthur	2126
6661	0.4800	1	2012	G	West Coast	6794
6009	1.7000	1	2012	G	C.Coast Leagues	2036
6327	1.1300	1	2012	G	C.Coast Leagues	2036
5991	0.4000	3	2012	R	Twin Towns	2263
8001	0.1500	3	2012	G	Noosa	4657
8001	0.4000	3	2012	R	Noosa	4657
9342	1.2500	3	2012	G	Noosa	4657
5177	0.8700	3	2012	R	Maitland	2133
5444	0.2800	3	2011	G	Illawarra	2105
5444	0.6600	6	2011	G	Illawarra	2105
6424	0.2600	12	2011	G	Ballina	2016
6424	0.9300	12	2011	R	Ballina	2016
6424	0.4900	12	2011	G	Ballina	2016
7277	1.0200	6	2011	G	Royal Sydney	2253
7277	0.2800	9	2011	G	Royal Sydney	2253
8257	0.4800	6	2011	G	Nyngan	2197
8273	0.1000	6	2011	G	Canberra	1851
8273	0.1200	6	2011	G	Canberra	1851
8443	0.5300	6	2011	G	Canberra	1851
5444	0.4400	6	2012	G	Illawarra	2105
4601	1.7800	7	2012	G	C.Coast Leagues	2036
4601	0.8300	8	2012	G	C.Coast Leagues	2036
4601	1.8500	8	2012	R	C.Coast Leagues	2036
8257	0.1100	3	2012	G	Nyngan	2197
5444	0.4600	3	2012	G	Illawarra	2105
4601	0.6200	5	2012	G	C.Coast Leagues	2036
4197	0.1500	5	2012	G	Mollymook	2146
4898	0.7100	7	2012	G	C.Coast Leagues	2036
4197	0.0500	1	2012	G	Mollymook	2146
9393	0.2800	1	2012	R	Hawks Nest	2092
8397	0.1800	1	2012	G	Sunshine Coast	4680
4898	0.3700	1	2012	G	C.Coast Leagues	2036
5649	1.2600	3	2012	R	Warwick	4696
9148	0.6000	3	2012	G	Ku-ring-gai	2108
4197	0.2400	3	2012	G	Mollymook	2146
9148	0.8800	6	2012	G	Ku-ring-gai	2108
6718	0.2900	9	2012	G	Canberra	1851
4898	0.6600	5	2012	G	C.Coast Leagues	2036
9393	0.3200	5	2012	G	Hawks Nest	2092
6718	1.2600	5	2012	R	Canberra	1851
6718	5.7200	6	2012	R	Canberra	1851
7625	0.5500	9	2012	R	Newcastle	2160
9393	0.3300	11	2012	G	Hawks Nest	2092
7625	1.6300	6	2012	G	Newcastle	2160
9393	0.6400	7	2012	G	Hawks Nest	2092
9393	0.4000	9	2012	G	Hawks Nest	2092
9393	0.7500	10	2012	G	Hawks Nest	2092
6981	1.1900	12	2012	G	Port Hacking	2220
6981	1.1100	12	2012	R	Port Hacking	2220
9733	4.3400	12	2012	G	Port Hacking	2220
9733	4.9400	12	2012	R	Port Hacking	2220
6718	0.1700	1	2013	G	Canberra	1851
4898	0.1000	8	2012	G	C.Coast Leagues	2036
4898	0.1400	8	2012	R	C.Coast Leagues	2036
5649	1.2100	10	2012	G	Warwick	4696
4197	0.0900	11	2012	G	Mollymook	2146
6718	0.5700	3	2013	R	Canberra	1851
9008	1.5700	2	2012	G	Sydney	2006
6661	0.2100	3	2012	G	West Coast	6794
4359	1.0400	9	2011	G	Social-Ryde	2242
4855	1.4500	9	2011	G	Social-Ryde	2242
5177	1.9200	3	2011	G	Maitland	2133
5177	0.9100	9	2011	G	Maitland	2133
4847	1.4500	9	2011	G	Social-Ryde	2242
5177	0.7400	3	2011	G	Maitland	2133
5177	0.4500	3	2011	R	Maitland	2133
5177	1.8200	9	2011	G	Maitland	2133
5177	0.2800	9	2011	R	Maitland	2133
5193	0.2700	3	2011	G	KLTC	3376
5843	0.2400	12	2011	G	Macarthur	2126
5843	1.9200	12	2011	R	Macarthur	2126
5843	0.6500	12	2011	G	Macarthur	2126
4898	0.2700	9	2011	R	C.Coast Leagues	2036
4898	0.9200	9	2011	G	C.Coast Leagues	2036
4898	0.8800	9	2011	G	C.Coast Leagues	2036
4898	0.6100	9	2011	G	C.Coast Leagues	2036
5649	2.7100	12	2011	G	Warwick	4696
5649	2.0300	12	2011	G	Warwick	4696
5649	0.1600	12	2011	R	Warwick	4696
5649	0.6000	12	2011	R	Warwick	4696
5738	0.8300	3	2011	G	Cootamundra	1858
5738	0.7700	9	2011	G	Cootamundra	1858
6718	0.1400	12	2011	G	Canberra	1851
6718	4.9500	12	2011	R	Canberra	1851
6981	2.9300	12	2011	R	Port Hacking	2220
6981	2.4300	12	2011	G	Port Hacking	2220
7625	0.2400	3	2011	G	Newcastle	2160
8397	0.6500	6	2011	G	Sunshine Coast	4680
8397	0.5100	9	2011	G	Sunshine Coast	4680
8397	0.1100	6	2011	G	Sunshine Coast	4680
8397	0.2600	9	2011	G	Sunshine Coast	4680
4421	0.2700	9	2011	G	Toowong	4572
4421	0.1100	9	2011	G	Toowong	4572
4421	0.3600	9	2011	G	Toowong	4572
4601	0.2600	12	2011	G	Central Coast	2025
4601	0.2500	9	2011	G	C.Coast Leagues	2036
4601	0.9300	9	2011	R	C.Coast Leagues	2036
4601	0.3600	9	2011	G	C.Coast Leagues	2036
4601	1.0000	9	2011	G	C.Coast Leagues	2036
5444	0.1100	9	2011	R	Illawarra	2105
6076	1.2700	12	2011	R	Port Hacking	2220
6076	4.4800	12	2011	G	Port Hacking	2220
7277	0.5300	3	2011	G	Royal Sydney	2253
7277	0.3200	12	2011	G	Royal Sydney	2253
8273	0.2100	12	2011	G	Canberra	1851
9113	0.9500	3	2011	G	Sydney	2006
9652	0.2700	3	2012	G	Gardenvale	3320
4049	0.3000	12	2011	G	Port Hacking	2220
5630	0.4700	12	2011	R	Warwick	4696
5630	3.1000	12	2011	G	Warwick	4696
5630	0.6000	12	2011	R	Warwick	4696
5630	2.5100	12	2011	G	Warwick	4696
6221	0.2200	12	2011	G	Nedlands	6785
6971	5.6600	3	2011	G	Sydney	2006
7651	0.1800	6	2011	R	Glenelg	5715
7651	1.9400	6	2011	G	Glenelg	5715
7651	0.1800	6	2011	G	Glenelg	5715
7994	3.6000	9	2011	R	Illawarra	2105
7994	0.4600	9	2011	R	Illawarra	2105
9717	0.5400	9	2011	G	Social-Ryde	2242
9733	8.8000	12	2011	R	Port Hacking	2220
4898	0.2900	3	2012	G	C.Coast Leagues	2036
9393	0.0900	1	2012	G	Hawks Nest	2092
4022	0.1000	12	2011	G	Bunbury	6757
4022	0.9400	12	2011	G	Bunbury	6757
4669	0.2000	12	2011	G	Waverley	3480
4669	0.3300	9	2011	G	Waverley	3480
4677	0.9400	9	2011	R	Waverley	3480
4847	0.0800	9	2011	G	Manly Leagues	2140
4855	0.0800	9	2011	G	Manly Leagues	2140
4669	0.7000	9	2011	R	Waverley	3480
