ABFNumber	mps	postingmonth	postingyear	MPColour	EventDescription	EventCode
1376	0.3000	3	2011	G	North Shore	2120
1376	0.6400	3	2011	G	North Shore	2120
1376	1.1400	6	2011	G	North Shore	2120
1376	0.7900	6	2011	G	North Shore	2120
1376	0.3300	6	2011	G	North Shore	2120
1376	0.5000	6	2011	R	North Shore	2120
2127	3.2000	3	2011	G	Brisbane Water	2022
2127	2.0700	3	2011	R	Brisbane Water	2022
2127	4.4900	6	2011	G	Brisbane Water	2022
2127	1.6900	6	2011	G	Brisbane Water	2022
2127	1.2000	6	2011	R	Brisbane Water	2022
2127	1.0000	9	2011	G	Brisbane Water	2022
2127	1.7600	9	2011	G	Brisbane Water	2022
2127	0.9800	9	2011	R	Brisbane Water	2022
2127	0.9400	9	2011	G	Brisbane Water	2022
2194	0.2600	3	2011	R	Orange	2152
2690	0.2000	3	2011	R	Brisbane Water	2022
2690	0.5800	6	2011	R	Brisbane Water	2022
2690	0.2800	9	2011	R	Brisbane Water	2022
2781	1.4400	3	2011	G	Arafura	8915
2781	0.8700	6	2011	R	Arafura	8915
2781	1.0400	12	2011	G	Arafura	8915
2781	0.1600	12	2011	R	Arafura	8915
2690	0.8300	3	2011	G	Brisbane Water	2022
2690	0.5500	6	2011	G	Brisbane Water	2022
2690	0.5000	6	2011	G	Brisbane Water	2022
2690	0.5200	9	2011	G	Brisbane Water	2022
2690	0.1100	9	2011	G	Brisbane Water	2022
2781	0.8800	6	2011	G	Arafura	8915
2781	0.3200	12	2011	G	Arafura	8915
3719	0.3900	9	2011	G	Pennant Hills	2213
94	1.1200	3	2011	R	North Shore	2120
94	5.5300	6	2011	R	North Shore	2120
94	4.8400	6	2011	R	North Shore	2120
736	0.3600	6	2011	G	North Shore	2120
752	0.2000	9	2011	R	Kiama	2086
760	0.9000	3	2011	G	North Shore	2120
760	1.0000	6	2011	G	North Shore	2120
1066	0.4900	3	2011	G	Pennant Hills	2213
1066	0.1900	9	2011	G	Pennant Hills	2213
752	1.2900	9	2011	G	Kiama	2086
760	0.3500	6	2011	R	North Shore	2120
760	0.6200	6	2011	G	North Shore	2120
1066	0.7100	3	2011	G	Pennant Hills	2213
1759	1.4000	3	2011	G	Tweed	2260
1759	0.3500	12	2011	G	Tweed	2260
1759	0.4900	12	2011	G	Tweed	2260
1759	0.2800	12	2011	R	Tweed	2260
1759	0.4800	12	2011	G	Tweed	2260
1759	0.3400	9	2011	G	Tweed	2260
1759	0.2800	9	2011	R	Tweed	2260
1759	0.1600	9	2011	G	Tweed	2260
116	0.5700	3	2011	R	Kings & Queens	2112
116	1.3100	6	2011	G	Kings & Queens	2112
868	4.1300	3	2011	G	Ballarat	3309
868	0.6200	12	2011	G	Ballarat	3309
868	0.6200	12	2011	G	Ballarat	3309
868	2.0400	12	2011	R	Ballarat	3309
116	1.9300	3	2011	G	Kings & Queens	2112
868	1.0800	3	2011	G	Ballarat	3309
868	0.0800	12	2011	G	Ballarat	3309
1457	0.2100	12	2011	G	West Australian	6795
1457	0.0800	9	2011	G	West Australian	6795
1457	0.3900	9	2011	G	West Australian	6795
1864	0.2000	3	2011	G	ARV Hopetoun	2264
1864	1.4700	3	2011	G	ARV Hopetoun	2264
1864	1.0000	6	2011	R	ARV Hopetoun	2264
1864	0.3100	6	2011	G	ARV Hopetoun	2264
1864	0.1500	6	2011	G	ARV Hopetoun	2264
1864	0.9100	6	2011	G	ARV Hopetoun	2264
1864	0.9400	12	2011	R	ARV Hopetoun	2264
1864	0.8500	12	2011	G	ARV Hopetoun	2264
1864	0.6500	12	2011	G	ARV Hopetoun	2264
1864	0.3500	12	2011	G	ARV Hopetoun	2264
2720	0.9400	3	2011	G	Double Bay	2061
2887	0.4700	9	2011	G	Surfers	4682
2887	0.5900	9	2011	G	Surfers	4682
2887	0.0800	9	2011	G	Surfers	4682
3476	1.3800	3	2011	G	ARV Hopetoun	2264
3476	0.5900	3	2011	G	Parramatta	2200
3476	0.5400	3	2011	G	ARV Hopetoun	2264
3727	5.0100	3	2011	G	Kings & Queens	2112
3476	0.9200	2	2012	G	Carlingford	2077
2720	0.3200	2	2012	G	Double Bay	2061
3816	0.1800	3	2012	G	Rockingham	6784
868	0.3400	3	2012	G	Ballarat	3309
1864	0.3800	3	2012	R	ARV Hopetoun	2264
1864	2.7100	3	2012	G	ARV Hopetoun	2264
3476	0.2600	3	2012	G	ARV Hopetoun	2264
868	1.1400	3	2012	G	Ballarat	3309
2887	0.2700	3	2012	G	Surfers	4682
868	0.3900	3	2012	G	Moonee	3348
1457	0.2700	3	2012	G	West Australian	6795
868	0.6600	5	2012	G	Ballarat	3309
3298	5.6500	9	2011	R	Surfers	4682
3476	0.5800	6	2011	G	ARV Hopetoun	2264
3476	0.8900	6	2011	R	ARV Hopetoun	2264
3476	1.6500	12	2011	R	ARV Hopetoun	2264
3476	0.2900	12	2011	R	ARV Hopetoun	2264
3816	0.3600	12	2011	G	West Australian	6795
3476	0.2000	6	2011	G	ARV Hopetoun	2264
3476	0.5100	6	2011	G	ARV Hopetoun	2264
3476	0.5500	12	2011	G	ARV Hopetoun	2264
3476	0.5400	12	2011	G	ARV Hopetoun	2264
3476	1.1100	12	2011	G	ARV Hopetoun	2264
3727	1.1800	3	2011	R	Kings & Queens	2112
3727	1.6700	6	2011	G	Kings & Queens	2112
310	0.4000	9	2011	G	Narrabeen	2145
833	0.0700	3	2011	G	Double Bay	2061
1007	3.8800	3	2011	G	Parramatta	2200
833	1.3100	3	2011	G	Kings & Queens	2112
833	0.5500	3	2011	R	Kings & Queens	2112
1015	2.1700	3	2011	G	Ballarat	3309
1015	0.5500	12	2011	G	Ballarat	3309
1015	0.3800	12	2011	G	Ballarat	3309
1015	0.2700	12	2011	G	Ballarat	3309
1015	1.2000	3	2011	G	Ballarat	3309
1015	1.2700	12	2011	R	Ballarat	3309
1333	0.2100	9	2011	G	Camden Haven	2024
1481	0.7800	12	2011	G	Scone	2236
1481	1.6800	9	2011	G	Scone	2236
1988	3.1700	3	2011	G	Double Bay	2061
1988	1.7000	3	2011	R	Kings & Queens	2112
1988	5.4900	3	2011	G	Kings & Queens	2112
1988	6.0900	6	2011	G	Kings & Queens	2112
2844	1.0800	3	2011	G	Double Bay	2061
2844	1.1600	3	2011	R	Kings & Queens	2112
2844	1.1100	6	2011	R	Kings & Queens	2112
2844	6.5400	6	2011	G	Kings & Queens	2112
2844	7.6800	3	2011	G	Kings & Queens	2112
2992	0.2400	12	2011	G	Charlestown	2026
3654	0.1400	12	2011	G	West Australian	6795
3654	0.0800	9	2011	G	West Australian	6795
3670	0.1500	9	2011	G	Oxley	2195
3670	0.5600	9	2011	R	Oxley	2195
1481	0.9300	1	2012	G	Scone	2236
833	0.5400	2	2012	G	Double Bay	2061
1988	1.5700	2	2012	G	Double Bay	2061
2844	3.8200	2	2012	G	Double Bay	2061
1015	0.6000	3	2012	G	Ballarat	3309
1481	0.2200	3	2012	G	Tamworth	2255
1015	0.7000	3	2012	G	Ballarat	3309
3654	0.3900	3	2012	G	West Australian	6795
310	1.1400	3	2012	G	Narrabeen	2145
1015	0.5600	5	2012	G	Ballarat	3309
3654	0.5000	12	2011	R	West Australian	6795
3654	0.2000	12	2011	G	West Australian	6795
3654	0.0900	9	2011	G	West Australian	6795
1988	6.1900	6	2012	G	Kings & Queens	2112
2844	11.7500	6	2012	G	Kings & Queens	2112
833	0.1500	5	2012	G	Kings & Queens	2112
1988	13.4200	5	2012	G	Kings & Queens	2112
2844	20.6700	5	2012	G	Kings & Queens	2112
3654	0.0800	5	2012	G	West Australian	6795
1015	0.5800	6	2012	R	Ballarat	3309
3654	0.0800	5	2012	G	West Australian	6795
3336	0.3900	6	2012	G	Capital	1855
310	0.3100	6	2012	G	Narrabeen	2145
1661	0.5400	6	2012	G	Harbourview	2091
1007	2.0000	6	2012	R	Parramatta	2200
1031	0.0900	3	2011	G	Ballarat	3309
1287	0.0800	9	2011	G	West Australian	6795
1759	0.3500	9	2011	G	Tweed	2260
2593	0.2000	3	2011	R	Orange	2152
2593	0.3500	3	2011	G	Orange	2152
2755	1.6100	3	2011	G	Pennant Hills	2213
2755	3.8000	3	2011	G	Pennant Hills	2213
2755	0.4700	9	2011	G	Pennant Hills	2213
2755	1.4700	9	2011	G	Pennant Hills	2213
2909	0.7300	9	2011	G	Queensland	4555
2909	0.7000	9	2011	R	Queensland	4555
2593	0.5000	3	2011	G	Orange	2152
2755	0.3600	9	2011	R	Pennant Hills	2213
2755	0.1200	9	2011	G	Pennant Hills	2213
2933	0.2000	3	2011	G	North Shore	2120
2933	0.2700	3	2011	G	North Shore	2120
2933	0.6600	6	2011	G	North Shore	2120
2933	0.2300	6	2011	G	North Shore	2120
2933	0.1200	6	2011	G	North Shore	2120
205	2.0600	12	2011	R	Maryborough	4645
205	2.4700	12	2011	G	Maryborough	4645
450	0.2400	9	2011	G	N.Suburbs	4545
450	0.2500	6	2011	G	N.Suburbs	4545
450	0.7800	9	2011	G	Queensland	4555
1368	0.0800	3	2011	G	N.Suburbs	4545
1368	0.2000	3	2011	R	N.Suburbs	4545
1368	0.3300	3	2011	G	N.Suburbs	4545
27	0.1100	6	2011	G	Peninsula-NSW	2210
205	0.9300	9	2011	R	Maryborough	4645
205	2.8200	9	2011	G	Maryborough	4645
450	0.7600	6	2011	G	Queensland	4555
2720	0.0800	12	2011	G	North Shore	2120
2720	0.5900	12	2011	G	North Shore	2120
2720	0.6400	12	2011	G	North Shore	2120
3611	0.1200	12	2011	G	North Shore	2120
3611	0.2000	12	2011	G	North Shore	2120
2860	0.8000	2	2012	R	Tweed	2260
1368	0.7100	2	2012	G	N.Suburbs	4545
1368	0.8400	2	2012	R	N.Suburbs	4545
205	2.4300	3	2012	G	Maryborough	4645
3360	0.3900	6	2011	R	Kiama	2086
3476	0.5600	12	2011	G	Pennant Hills	2213
3476	1.7000	12	2011	R	North Shore	2120
3476	0.5700	12	2011	G	Pennant Hills	2213
3476	0.5400	12	2011	R	Pennant Hills	2213
3476	0.4800	12	2011	G	Pennant Hills	2213
3611	0.4600	12	2011	G	North Shore	2120
3611	0.4500	12	2011	R	North Shore	2120
3727	3.1700	12	2011	R	North Shore	2120
3727	1.7800	12	2011	G	North Shore	2120
3727	1.7400	12	2011	R	North Shore	2120
3727	2.0400	12	2011	G	North Shore	2120
3727	0.9600	12	2011	G	North Shore	2120
833	0.3400	12	2011	G	North Shore	2120
833	0.6300	12	2011	G	North Shore	2120
1007	0.5900	12	2011	G	Pennant Hills	2213
1007	0.6600	12	2011	G	Pennant Hills	2213
1007	1.6100	12	2011	R	Pennant Hills	2213
310	0.1900	6	2011	G	Peninsula-NSW	2210
833	1.4100	12	2011	R	North Shore	2120
833	0.8100	12	2011	R	North Shore	2120
833	0.3000	9	2011	G	Wollstonecraft	2280
1007	0.5600	12	2011	G	Pennant Hills	2213
1007	0.2100	12	2011	R	Pennant Hills	2213
1333	0.2500	9	2011	G	Taree	2256
1813	1.0100	9	2011	G	Wollstonecraft	2280
1988	0.1700	12	2011	R	North Shore	2120
1988	0.7200	12	2011	R	North Shore	2120
2011	0.6600	12	2011	G	North Shore	2120
2011	1.8200	12	2011	R	North Shore	2120
2011	1.6000	12	2011	G	North Shore	2120
2011	0.9900	12	2011	R	North Shore	2120
2011	1.9100	12	2011	G	North Shore	2120
2321	0.1800	6	2011	R	Monaro	1863
2321	1.4400	6	2011	G	Monaro	1863
2836	0.1100	12	2011	R	North Shore	2120
2836	0.0800	12	2011	G	North Shore	2120
310	0.0900	1	2012	G	Mosman Park	2151
2151	0.2700	1	2012	G	Orange	2152
310	0.2400	4	2012	G	Mosman Park	2151
3506	1.1100	6	2011	G	Queensland	4555
1007	0.8500	5	2012	G	Pennant Hills	2213
3484	0.0500	5	2012	G	Fremantle	6764
310	0.1700	5	2012	G	Mosman Park	2151
2151	0.6200	6	2012	G	Orange	2152
2488	0.3700	5	2012	G	Cheltenham	2041
833	0.5100	6	2012	G	Trumps	2259
302	0.3700	12	2011	G	North Shore	2120
302	0.2300	12	2011	G	North Shore	2120
1376	0.1500	12	2011	G	North Shore	2120
1376	0.9700	12	2011	G	North Shore	2120
1376	0.3800	12	2011	G	North Shore	2120
2372	0.9100	12	2011	R	Macedon	3405
2372	8.4900	12	2011	G	Macedon	3405
2372	0.9200	12	2011	R	Macedon	3405
2372	1.5200	12	2011	G	Macedon	3405
3719	0.2300	12	2011	G	Pennant Hills	2213
3719	0.7600	12	2011	G	Pennant Hills	2213
2781	0.8800	3	2012	G	Arafura	8915
2372	2.6100	4	2012	G	Macedon	3405
2127	1.2200	3	2012	G	Brisbane Water	2022
2690	0.7200	3	2012	G	Brisbane Water	2022
3719	0.8100	12	2011	G	Pennant Hills	2213
3948	0.4800	6	2011	R	Parkes	2205
2372	0.3000	5	2012	R	Macedon	3405
3948	1.0700	5	2012	R	Parkes	2205
94	4.7600	12	2011	R	North Shore	2120
94	5.8100	12	2011	R	North Shore	2120
752	0.7600	6	2011	G	Kiama	2086
760	0.3300	12	2011	G	North Shore	2120
760	0.5900	12	2011	R	North Shore	2120
914	0.0800	6	2011	G	Queensland	4555
1066	0.0700	12	2011	G	Pennant Hills	2213
1252	1.2400	12	2011	R	Batemans	2019
2194	1.9400	6	2011	G	Bathurst	2015
2194	0.8000	6	2011	G	Bathurst	2015
2372	2.4200	3	2011	G	Moonee	3348
2194	0.8200	3	2011	G	Bathurst	2015
2194	1.5400	3	2011	G	Bathurst	2015
2194	1.0200	3	2011	R	Bathurst	2015
2194	0.7500	9	2011	G	Bathurst	2015
2194	0.8500	9	2011	G	Bathurst	2015
2194	0.5000	9	2011	R	Bathurst	2015
2194	0.8400	9	2011	G	Bathurst	2015
2372	1.8300	6	2011	R	Moonee	3348
2534	1.6300	12	2011	G	NSBC@	2074
2879	0.6200	9	2011	G	Surfers	4682
2879	0.3000	9	2011	G	Surfers	4682
2879	0.8100	9	2011	G	Surfers	4682
2372	1.1500	6	2011	G	Moonee	3348
2534	2.3300	6	2011	G	NSBC@	2074
2534	2.7300	9	2011	G	NSBC@	2074
3123	0.2000	3	2011	R	Kings & Queens	2112
3123	0.5900	3	2011	G	Kings & Queens	2112
3123	0.7700	6	2011	G	Kings & Queens	2112
3123	0.0800	3	2011	G	Double Bay	2061
3301	0.0800	3	2011	G	Double Bay	2061
3719	1.1900	3	2011	G	ARV Hopetoun	2264
3719	0.2100	3	2011	G	Parramatta	2200
3719	0.8300	3	2011	G	ARV Hopetoun	2264
3719	0.8100	6	2011	G	ARV Hopetoun	2264
868	0.8200	9	2011	G	Ballarat	3309
868	1.6200	9	2011	G	Ballarat	3309
868	0.3500	9	2011	G	Ballarat	3309
116	0.1300	9	2011	G	Kings & Queens	2112
1457	0.4700	6	2011	G	West Australian	6795
1457	0.5200	6	2011	G	West Australian	6795
1864	0.5900	9	2011	G	ARV Hopetoun	2264
1864	0.9600	9	2011	G	ARV Hopetoun	2264
1864	1.4000	9	2011	R	ARV Hopetoun	2264
1864	0.9900	9	2011	G	ARV Hopetoun	2264
2887	0.1900	3	2011	G	Surfers	4682
2887	0.9900	6	2011	G	Surfers	4682
2887	0.1900	12	2011	G	Gold Coast	4620
2887	0.0600	3	2011	R	Surfers	4682
2887	1.9600	3	2011	G	Surfers	4682
2887	0.5500	6	2011	G	Surfers	4682
2887	0.2600	12	2011	G	Gold Coast	4620
3298	0.3500	3	2011	R	Surfers	4682
3298	0.8100	6	2011	R	Surfers	4682
3298	3.9800	6	2011	R	Surfers	4682
3298	1.2800	12	2011	G	Gold Coast	4620
3298	1.5700	12	2011	R	Gold Coast	4620
3476	0.2200	9	2011	G	ARV Hopetoun	2264
2887	0.2000	2	2012	G	Gold Coast	4620
2887	1.7200	3	2012	R	Gold Coast	4620
3298	1.5800	3	2012	R	Surfers	4682
2720	0.1300	3	2012	G	Double Bay	2061
2887	0.5800	4	2012	G	Surfers	4682
2887	0.6800	4	2012	R	Surfers	4682
3298	2.2000	4	2012	R	Gold Coast	4620
3298	0.6400	12	2011	R	Gold Coast	4620
3298	1.1300	12	2011	G	Gold Coast	4620
3476	0.3100	9	2011	G	ARV Hopetoun	2264
3816	0.2600	6	2011	R	West Australian	6795
3476	0.3600	9	2011	G	ARV Hopetoun	2264
3476	0.6100	9	2011	R	ARV Hopetoun	2264
3727	1.3100	9	2011	G	Kings & Queens	2112
3816	0.1500	6	2011	G	West Australian	6795
3816	0.3100	6	2011	G	West Australian	6795
116	-3.4900	6	2012	G	Kings & Queens	2112
3727	-2.2000	6	2012	G	Kings & Queens	2112
3476	0.1400	6	2012	G	Carlingford	2077
2887	0.9000	8	2012	G	Surfers	4682
1457	0.1400	7	2012	G	West Australian	6795
3816	0.2800	7	2012	G	West Australian	6795
310	1.0800	6	2011	G	Narrabeen	2145
817	0.8100	6	2011	G	W.Suburbs-NSW	2270
1015	0.2800	9	2011	G	Ballarat	3309
1015	1.1700	9	2011	G	Ballarat	3309
1015	0.7300	9	2011	G	Ballarat	3309
310	0.8800	3	2011	G	Narrabeen	2145
817	0.4900	12	2011	R	W.Suburbs-NSW	2270
1491	0.2300	3	2011	R	Port Stephens	2222
1491	0.0900	3	2011	G	Port Stephens	2222
1491	0.1100	6	2011	G	Port Stephens	2222
1988	2.0700	9	2011	G	Kings & Queens	2112
2844	2.5000	9	2011	G	Kings & Queens	2112
3166	0.2400	9	2011	G	Moonee	3348
1007	0.1200	1	2012	G	Parramatta	2200
1988	0.2900	3	2012	G	Double Bay	2061
2844	1.3900	3	2012	G	Double Bay	2061
3336	0.2300	12	2011	G	Capital	1855
3336	0.5100	12	2011	G	Capital	1855
3654	0.4700	6	2011	G	West Australian	6795
3670	0.1700	12	2011	G	Oxley	2195
833	-0.1500	6	2012	G	Kings & Queens	2112
1988	-13.4200	6	2012	G	Kings & Queens	2112
2844	-20.6700	6	2012	G	Kings & Queens	2112
1015	0.1700	7	2012	G	Ballarat	3309
1333	0.3000	6	2012	G	Camden Haven	2024
1309	0.1000	12	2011	G	In City	5710
1351	0.1600	6	2011	R	Easts	2065
1351	1.9400	6	2011	G	Easts	2065
1351	1.1500	12	2011	G	Easts	2065
1351	0.9100	12	2011	R	Easts	2065
1351	1.0900	9	2011	G	Easts	2065
2372	0.8700	9	2011	G	Moonee	3348
2372	1.0000	3	2011	R	RACV	3442
2534	2.9600	3	2011	G	NSBC@	2074
2879	0.7600	3	2011	G	Surfers	4682
2879	0.4100	6	2011	G	Surfers	4682
2879	0.9900	12	2011	G	Gold Coast	4620
2879	0.9100	12	2011	G	Gold Coast	4620
2372	1.3500	3	2011	G	RACV	3442
2879	0.4500	3	2011	G	Surfers	4682
752	0.3500	6	2011	R	Kiama	2086
760	0.1200	12	2011	G	North Shore	2120
1066	0.3600	12	2011	R	Pennant Hills	2213
1066	0.6300	12	2011	G	Pennant Hills	2213
1252	4.1900	12	2011	G	Batemans	2019
1929	0.1700	12	2011	G	Dromana	3335
2755	0.3100	12	2011	G	Pennant Hills	2213
2755	1.1000	12	2011	R	Pennant Hills	2213
2755	0.5700	12	2011	G	Pennant Hills	2213
2755	0.3200	12	2011	G	Pennant Hills	2213
2909	1.2200	6	2011	G	Queensland	4555
2755	0.6200	12	2011	R	Pennant Hills	2213
2933	0.8100	12	2011	G	North Shore	2120
2933	0.1400	12	2011	G	North Shore	2120
1759	0.4700	1	2012	G	Tweed	2260
3573	0.0900	1	2012	G	Orange	2152
3751	0.0800	2	2012	G	Mackay	4640
3751	0.4500	2	2012	R	Mackay	4640
1252	0.2100	1	2012	G	Batemans	2019
1252	0.1500	3	2012	G	Batemans	2019
2593	0.2900	3	2012	G	Orange	2152
3921	0.1700	3	2012	G	Undercroft	6792
3751	0.4600	3	2012	G	Mackay	4640
3751	1.0000	5	2012	G	Mackay	4640
3573	0.0800	4	2012	G	Orange	2152
1759	0.3800	4	2012	G	Tweed	2260
3751	0.1400	12	2011	G	Mackay	4640
2755	0.7500	5	2012	G	Pennant Hills	2213
1252	0.1800	5	2012	G	Batemans	2019
3573	0.0800	6	2012	G	Orange	2152
1252	0.0900	7	2012	G	Batemans	2019
2909	0.2100	8	2012	G	Queensland	4555
1252	0.2100	8	2012	G	Batemans	2019
3751	0.2900	8	2012	G	Mackay	4640
2755	0.4700	8	2012	G	Pennant Hills	2213
2755	0.1500	8	2012	R	Pennant Hills	2213
3921	0.2500	8	2012	G	Undercroft	6792
1252	0.1800	9	2012	G	Batemans	2019
94	1.8600	8	2012	R	North Shore	2120
760	0.2500	9	2012	G	North Shore	2120
1252	0.0900	10	2012	G	Batemans	2019
1252	0.2500	10	2012	R	Batemans	2019
3921	0.0700	10	2012	G	Undercroft	6792
2755	0.9100	11	2012	R	Pennant Hills	2213
2755	0.3700	11	2012	G	Pennant Hills	2213
2909	0.2100	10	2012	G	Queensland	4555
2755	0.5700	11	2012	G	Pennant Hills	2213
1252	0.1200	12	2012	G	Batemans	2019
1252	0.0800	12	2012	G	Batemans	2019
1252	0.2400	12	2012	G	Batemans	2019
1368	0.4500	6	2011	G	N.Suburbs	4545
1368	0.3500	6	2011	R	N.Suburbs	4545
1368	0.4400	6	2011	G	N.Suburbs	4545
1368	0.8600	9	2011	G	N.Suburbs	4545
1619	0.8400	9	2011	G	Toowoomba	4688
2720	0.7000	3	2011	G	North Shore	2120
2720	1.4000	3	2011	R	North Shore	2120
2720	0.7700	6	2011	G	North Shore	2120
2860	1.2000	12	2011	R	Tweed	2260
2860	0.4000	12	2011	G	Tweed	2260
2860	0.1300	9	2011	R	Tweed	2260
2860	0.7800	9	2011	G	Tweed	2260
2860	0.3100	9	2011	G	Tweed	2260
2860	0.8200	9	2011	G	Tweed	2260
2720	1.8500	3	2011	G	North Shore	2120
2720	0.9500	6	2011	R	North Shore	2120
2860	0.3200	3	2011	G	Tweed	2260
2860	0.6400	3	2011	G	Tweed	2260
2860	0.7600	12	2011	R	Tweed	2260
2860	0.4000	12	2011	G	Tweed	2260
2860	0.4100	12	2011	G	Tweed	2260
3131	0.0700	9	2011	G	N.Suburbs	4545
3611	0.6400	3	2011	R	North Shore	2120
3611	0.2100	6	2011	R	North Shore	2120
3727	1.9200	3	2011	G	North Shore	2120
3727	2.9600	6	2011	R	North Shore	2120
3727	7.1100	6	2011	R	North Shore	2120
1661	0.2700	1	2012	G	NSWBA	2001
1007	0.8200	1	2012	G	Pennant Hills	2213
310	0.0400	1	2012	G	North Shore	2120
833	0.5100	1	2012	G	North Shore	2120
2011	1.3000	1	2012	G	North Shore	2120
310	0.1400	2	2012	G	Mosman Park	2151
1007	0.7500	3	2012	R	Pennant Hills	2213
833	0.0800	2	2012	G	North Shore	2120
2011	0.6900	2	2012	G	North Shore	2120
833	0.1700	3	2012	G	Trumps	2259
1503	0.6300	3	2012	G	Trumps	2259
1163	1.1800	4	2012	G	Goulburn	2080
1988	0.9800	4	2012	R	North Shore	2120
2011	2.3100	4	2012	R	North Shore	2120
833	1.2100	5	2012	G	Trumps	2259
1503	0.6800	5	2012	G	Trumps	2259
1007	0.7800	4	2012	G	Pennant Hills	2213
3506	0.0900	4	2012	G	Queensland	4555
2151	0.3000	4	2012	R	Orange	2152
3506	0.8600	9	2011	G	Queensland	4555
1988	1.3900	6	2012	R	North Shore	2120
2011	3.3100	6	2012	R	North Shore	2120
3484	0.0400	6	2012	G	Fremantle	6764
1163	1.9000	7	2012	R	Goulburn	2080
1813	1.4800	6	2012	G	Wollstonecraft	2280
833	0.1000	6	2012	G	North Shore	2120
2011	1.2100	6	2012	G	North Shore	2120
1163	0.1300	7	2012	G	Goulburn	2080
833	0.6900	8	2012	G	North Shore	2120
2011	1.5900	8	2012	G	North Shore	2120
2992	0.7000	8	2012	R	Toronto	2257
1007	0.8300	8	2012	R	Pennant Hills	2213
1163	0.3700	9	2012	R	Goulburn	2080
1813	0.2100	9	2012	R	Wollstonecraft	2280
1163	0.3100	9	2012	G	Goulburn	2080
833	1.3000	9	2012	R	Trumps	2259
2879	0.3000	6	2011	G	Surfers	4682
3621	0.3200	3	2011	R	Port Stephens	2222
3719	0.6900	9	2011	G	ARV Hopetoun	2264
3719	0.4800	9	2011	R	ARV Hopetoun	2264
2194	1.0500	1	2012	G	Bathurst	2015
2879	0.2300	1	2012	G	Surfers	4682
2372	0.4100	2	2012	G	RACV	3442
2879	0.6800	2	2012	G	Gold Coast	4620
2534	1.6200	3	2012	G	NSBC@	2074
2879	0.8800	3	2012	R	Surfers	4682
3123	0.2900	3	2012	G	Double Bay	2061
3301	0.0900	3	2012	G	Double Bay	2061
2194	0.3700	3	2012	G	Bathurst	2015
1351	1.9700	3	2012	G	Easts	2065
2194	0.3800	4	2012	R	Bathurst	2015
3948	0.2300	3	2011	R	Dubbo	2130
3948	1.5500	12	2011	G	Dubbo	2130
3948	0.1600	12	2011	R	Dubbo	2130
3123	-4.7900	6	2012	G	Kings & Queens	2112
3621	0.0900	3	2011	G	Port Stephens	2222
